clean_symbol,token,lotsize,tick_size
ICIQ30INAV,17822,1,1.000000
NIFTY1,18102,1,1.000000
DBREALTY,18124,1,1.000000
YASHO,18131,1,10.000000
RATNAVEER,18423,1,1.000000
POWERINDIA,18457,1,500.000000
DIAMINESQ,18644,1,1.000000
MARATHON,18659,1,5.000000
KSL,18889,1,5.000000
VBL,18921,1,5.000000
SUNDARAM,18931,1,1.000000
UNIVASTU,18977,1,1.000000
ITBEES,19084,1,1.000000
SENSEXETF,19224,1,1.000000
IMFA,19235,1,10.000000
MONIFTY500,19237,1,1.000000
MON500INAV,19248,1,1.000000
TERASOFT,19292,1,5.000000
ROSSARI,19410,1,5.000000
ADFFOODS,19761,1,1.000000
ASKAUTOLTD,20152,1,5.000000
LUMAXIND,2018,1,10.000000
ESILVER,20257,1,1.000000
CGCL,20329,1,1.000000
COALINDIA,20374,1,5.000000
WIPL,20481,1,1.000000
BHAGYANGR,20776,1,1.000000
MAHSEAMLES,2088,1,5.000000
FACT,1008,1,5.000000
SCHAEFFLER,1011,1,10.000000
MANXT5INAV,10117,1,1.000000
KAYA,10276,1,1.000000
NGLFINE,10277,1,10.000000
MUTHOOTCAP,10415,1,1.000000
NIFTYBETA,10511,1,1.000000
HDFC50INAV,10584,1,1.000000
SHREEPUSHK,10588,1,5.000000
HDFCNEXT50,10619,1,1.000000
ASAL,10634,1,5.000000
INFRAIETF,10723,1,1.000000
ZENSARTECH,1076,1,5.000000
GRMOVER,10871,1,1.000000
GODREJIND,10925,1,5.000000
STCINDIA,10948,1,1.000000
GARFIBRES,1100,1,5.000000
DANGEE,1110,1,1.000000
SUMIT,11140,1,1.000000
UNIENTER,11293,1,1.000000
LUXIND,11301,1,5.000000
TVSELECT,11265,1,5.000000
SALZERELEC,11399,1,5.000000
XPROINDIA,11407,1,10.000000
LICNETFSEN,11441,1,1.000000
GIPCL,1145,1,1.000000
HDFCSENSEX,11593,1,1.000000
JSWSTEEL,11723,1,10.000000
GOKEX,11778,1,5.000000
IIFL,11809,1,5.000000
SSWL,11829,1,1.000000
63MOONS,11868,1,5.000000
GOLDIAM,11971,1,5.000000
RML,11975,1,5.000000
FIVESTAR,12032,1,5.000000
DOLATALGO,12124,1,1.000000
SWSOLAR,12489,1,1.000000
GUJALKALI,1267,1,5.000000
11NSETEST,12841,1,5.000000
EBB433INAV,13168,1,1.000000
ENIL,13192,1,1.000000
INDOTECH,13275,1,10.000000
VAKRANGEE,13342,1,1.000000
KFINTECH,13359,1,5.000000
ALLCARGO,13501,1,1.000000
AKASH,13510,1,1.000000
VIDHIING,13536,1,5.000000
DCBBANK,13725,1,1.000000
SHYAMTEL,13740,1,1.000000
HCC,1375,1,1.000000
GTLINFRA,13745,1,1.000000
BBL,13761,1,10.000000
RUCHIRA,13821,1,1.000000
AARTIPHARM,13868,1,5.000000
IGPL,14086,1,5.000000
HDFCBSE500,14230,1,1.000000
ORIENTBELL,14278,1,5.000000
OSWALSEEDS,14305,1,1.000000
GOKULAGRO,14480,1,1.000000
NCLIND,14490,1,1.000000
NAGREEKEXP,14702,1,1.000000
HGS,14712,1,5.000000
DLF,14732,1,5.000000
141NSETEST,14781,1,5.000000
161NSETEST,14784,1,5.000000
IFBIND,1485,1,5.000000
IFCI,1491,1,1.000000
SAHYADRI,14900,1,1.000000
MOGSEC,1507,1,1.000000
MADHAV,15151,1,1.000000
ECLERX,15179,1,10.000000
DVL,15214,1,1.000000
RPOWER,15259,1,1.000000
ONMOBILE,15278,1,1.000000
APOLLOHOSP,157,1,50.000000
GMMPFAUDLR,1570,1,5.000000
IONEXCHANG,1630,1,5.000000
BAJAJFINSV,16675,1,10.000000
PTCIL,16682,1,100.000000
HGINFRA,1672,1,5.000000
IVP,1681,1,1.000000
SICAGEN,16875,1,5.000000
DPWIRES,16900,1,1.000000
MAWANASUG,17022,1,1.000000
MIDCAPIETF,17152,1,1.000000
AJMERA,17307,1,1.000000
LLOYDSME,17313,1,10.000000
UTKARSHBNK,17358,1,1.000000
BANKETF,17419,1,1.000000
ASALCBR,17598,1,5.000000
ZYDUSWELL,17635,1,5.000000
SARDAEN,17758,1,5.000000
ORIENTLTD,18208,1,1.000000
LORDSCHLO,18232,1,1.000000
VPRPL,18341,1,1.000000
MASKINVEST,18727,1,1.000000
DIGIDRIVE,21247,1,1.000000
HALEOSLABS,21551,1,10.000000
MEDIASSIST,21705,1,5.000000
EPACK,22463,1,1.000000
GILT5BETA,22521,1,1.000000
CAPITALSFB,22675,1,1.000000
MTNL,2294,1,1.000000
KRYSTAL,23175,1,5.000000
MOSMALL250,23181,1,1.000000
LIQUIDADD,23407,1,1.000000
181NSETEST,23447,1,5.000000
NURECA,2350,1,1.000000
UEL,23507,1,1.000000
GLOSTERLTD,23590,1,5.000000
AADHARHFC,23729,1,5.000000
NAVNETEDUL,2385,1,1.000000
LIQUIDSHRI,24374,1,1.000000
KARMAENG,24385,1,1.000000
ABGSEC,24404,1,1.000000
UNIECOM,24809,1,1.000000
GSEC10ABSL,24847,1,1.000000
GSEC10INAV,24850,1,1.000000
SUYOG,24851,1,5.000000
SILGO,2492,1,1.000000
GLOBALE,24932,1,1.000000
RAYMONDLSL,25073,1,5.000000
EBANKNIFTY,25258,1,1.000000
PGHH,2535,1,50.000000
APLLTD,25328,1,5.000000
VASWANI,25340,1,1.000000
ESSARSHPNG,25634,1,1.000000
RUPA,25724,1,1.000000
BANKPSU,25725,1,1.000000
GROWWDEFNC,25758,1,1.000000
VINCOFE,25835,1,1.000000
HYUNDAI,25844,1,10.000000
ATUL,263,1,50.000000
SEAMECLTD,2616,1,10.000000
PIDILITIND,2664,1,10.000000
TBZ,27037,1,1.000000
LIQUIDPLUS,27075,1,1.000000
PRSMJOHNSN,2739,1,1.000000
VMM,27969,1,1.000000
PCJEWELLER,29124,1,1.000000
MOSCHIP,29459,1,1.000000
NATCAPSUQ,29583,1,1.000000
SAIL,2963,1,1.000000
BAJAJINDEF,29678,1,1.000000
MSCIINDIA,29758,1,1.000000
BSE500IETF,3001,1,1.000000
AXISTECETF,3010,1,1.000000
SIL360INAV,30498,1,1.000000
GRWN50INAV,30540,1,1.000000
SML100INAV,30544,1,1.000000
SHREDIGCEM,3099,1,1.000000
UFBL,3127,1,1.000000
SREEL,31837,1,1.000000
ANGELONE,324,1,1.000000
SURYAROSNI,3375,1,1.000000
ADOR,34,1,5.000000
TATAPOWER,3426,1,5.000000
BANARISUG,350,1,10.000000
TATASTEEL,3499,1,1.000000
MAFANG,3507,1,1.000000
MOKSH,3586,1,1.000000
TATACOMM,3721,1,10.000000
VENKEYS,3757,1,10.000000
WALCHANNAG,3736,1,1.000000
BBTC,380,1,10.000000
WSTCSTPAPR,3799,1,5.000000
ZEEL,3812,1,1.000000
GREENPLY,3987,1,1.000000
BEPL,419,1,1.000000
BHARATFORG,422,1,10.000000
INDIANCARD,4422,1,1.000000
DENORA,4279,1,5.000000
SIGIND,4522,1,1.000000
RAMCOIND,4587,1,1.000000
KOTHARIPET,4594,1,1.000000
SHYAMMETL,4693,1,5.000000
CONCOR,4749,1,5.000000
INDRAMEDCO,4751,1,5.000000
ICICIB22,522,1,1.000000
BPL,530,1,1.000000
MAHAPEXLTD,5239,1,1.000000
GANESHBE,5614,1,1.000000
CEMPRO,5622,1,5.000000
J&KBANK,5633,1,1.000000
BANKNIFTY1,5851,1,1.000000
COASTCORP,6006,1,1.000000
PASUPTAC,6045,1,1.000000
CYBERTECH,6051,1,1.000000
DIGJAMLMTD,6127,1,1.000000
FCL,6198,1,1.000000
DTIL,6227,1,1.000000
MANORG,6422,1,5.000000
SUNCLAY,20956,1,10.000000
FMNL,21017,1,1.000000
TEJASNET,21131,1,5.000000
ERIS,21154,1,10.000000
GTPL,21195,1,1.000000
LOWVOLIETF,21254,1,1.000000
SUMMITSEC,21275,1,10.000000
STEELXIND,21339,1,1.000000
THEINVEST,21427,1,1.000000
OPTIEMUS,21469,1,5.000000
COCHINSHIP,21508,1,10.000000
DIXON,21690,1,50.000000
CAPACITE,21749,1,1.000000
DAVANGERE,21794,1,1.000000
ITIETF,22365,1,1.000000
BLSE,22566,1,1.000000
HDFCPSUBK,22595,1,1.000000
BANDHANBNK,2263,1,1.000000
RKSWAMY,23043,1,1.000000
SMCGLOBAL,2320,1,1.000000
BHARTIHEXA,23489,1,10.000000
TARACHAND,23512,1,1.000000
ASIANPAINT,236,1,10.000000
SYMPHONY,24190,1,5.000000
CONSUMBEES,2435,1,1.000000
SBISILVER,24366,1,1.000000
RELIABLE,24378,1,1.000000
BANSALWIRE,24386,1,1.000000
ADL,245,1,1.000000
FILATEX,24532,1,1.000000
AVANTEL,24610,1,1.000000
ONGC,2475,1,5.000000
ORIENTHOT,2493,1,1.000000
WINDMACHIN,24969,1,1.000000
PANAMAPET,25392,1,1.000000
FLEXITUFF,25512,1,1.000000
SHAKTIPUMP,25574,1,5.000000
SRD,25737,1,1.000000
3PLAND,2595,1,1.000000
MINDACORP,25897,1,5.000000
AVL,25984,1,5.000000
DRCSYSTEMS,2645,1,1.000000
ABINFRA,27020,1,1.000000
RACLGEAR,27171,1,10.000000
SAMPANN,27303,1,1.000000
ROSSTECH,27353,1,5.000000
RSWM,2794,1,1.000000
RAJSREESUG,2809,1,1.000000
ANUHPHR,28314,1,1.000000
CRAFTSMAN,2854,1,50.000000
DAMCAPITAL,28662,1,1.000000
LAXMIDENTL,29171,1,1.000000
SUPREME,29439,1,1.000000
NIBE,29487,1,5.000000
ORIENTELEC,2972,1,1.000000
GROWWN200,29872,1,1.000000
AXISVALUE,30155,1,1.000000
BHARATSE,30244,1,1.000000
MID15INAV,30475,1,1.000000
SCI,3048,1,1.000000
ELM250INAV,30542,1,1.000000
TOP20INAV,30590,1,1.000000
AONE50INAV,30577,1,1.000000
BAJAJHIND,308,1,1.000000
NEXT50INAV,30597,1,1.000000
PILITA,30835,1,1.000000
ORBTEXP,31475,1,1.000000
SUBROS,3324,1,5.000000
ISGEC,3329,1,5.000000
BALKRISIND,335,1,10.000000
SUNFLAG,3348,1,1.000000
TATACONSUM,3432,1,10.000000
BATAINDIA,371,1,5.000000
JUBLPHARMA,3637,1,5.000000
VOLTAS,3718,1,10.000000
ANMOL,3727,1,1.000000
RITES,3761,1,1.000000
WHEELS,3766,1,5.000000
BEML,395,1,10.000000
HBSL,4116,1,1.000000
KHADIM,425,1,1.000000
BHARATGEAR,426,1,1.000000
KEYFINSERV,4157,1,1.000000
5PAISA,445,1,1.000000
ELPROINTL,4471,1,1.000000
SBCL,4656,1,5.000000
GAIL,4717,1,1.000000
SNOWMAN,4843,1,1.000000
BLUEDART,495,1,10.000000
GRINFRA,5054,1,5.000000
SHEMAROO,5068,1,1.000000
BOMDYEING,513,1,1.000000
UTIAMC,527,1,5.000000
NUVOCO,5426,1,5.000000
APTUS,5435,1,1.000000
PAR,5631,1,1.000000
PARAS,5911,1,5.000000
BHAGCHEM,6164,1,1.000000
HEALTHY,6297,1,1.000000
DNAMEDIA,641,1,1.000000
NIFTYETF,6353,1,1.000000
IRIS,6489,1,1.000000
SIGACHI,6663,1,1.000000
SHRADHA,708,1,1.000000
MAPMYINDIA,7227,1,5.000000
STAR,7374,1,5.000000
HPAL,7376,1,1.000000
MIDQ50ADD,7456,1,1.000000
NRBBEARING,7553,1,1.000000
AONENIFTY,757096,1,1.000000
MOPSE,757431,1,1.000000
SCODATUBES,757478,1,1.000000
TRAVELFOOD,757545,1,10.000000
ARIS,757614,1,1.000000
EBGNG,757862,1,5.000000
BELLACASA,757938,1,1.000000
PASHUPATI,757955,1,5.000000
QUALITY30,757946,1,1.000000
JSLL,758115,1,5.000000
CHEMBONDCH,757989,1,1.000000
INNOVACAP,21062,1,5.000000
SURANASOL,21077,1,1.000000
MAGADSUGAR,21392,1,5.000000
INDTERRAIN,21957,1,1.000000
EBBETF0431,22239,1,1.000000
TOTAL,22423,1,1.000000
HEALTHADD,22592,1,1.000000
PFS,22602,1,1.000000
JUNIPER,22824,1,1.000000
GPTHEALTH,22846,1,1.000000
MUNJALSHOW,2307,1,1.000000
HEIDELBERG,2316,1,1.000000
MOS250INAV,23188,1,1.000000
171NSETEST,23446,1,5.000000
MIDSMALL,23855,1,1.000000
NEULANDLAB,2406,1,100.000000
TOP100CASE,24081,1,1.000000
PIIND,24184,1,10.000000
IVZINNIFTY,24217,1,1.000000
RAILTEL,2431,1,1.000000
VRAJ,24321,1,1.000000
EMCURE,24398,1,10.000000
SBINEQWETF,24524,1,1.000000
MIDHANI,2463,1,5.000000
ELGIRUBCO,24924,1,1.000000
ECOSMOBLTY,25060,1,1.000000
GALAPREC,25134,1,5.000000
OSWALAGRO,2514,1,1.000000
SANOFICONR,25222,1,10.000000
XTGLOBAL,25235,1,1.000000
TOLINS,25262,1,1.000000
PNGJL,25312,1,5.000000
WCIL,25403,1,1.000000
TRITURBINE,25584,1,5.000000
EMULTIMQ,25996,1,1.000000
POLYPLEX,2687,1,5.000000
SAGILITY,27052,1,1.000000
KPEL,27079,1,1.000000
MTARTECH,2709,1,10.000000
PRECWIRE,2717,1,5.000000
SPECIALITY,27107,1,1.000000
EASEMYTRIP,2792,1,1.000000
MOBIKWIK,28046,1,1.000000
IKS,28125,1,10.000000
ANURAS,2829,1,10.000000
SANATHAN,28805,1,5.000000
CARRARO,28879,1,5.000000
CONSUMER,28969,1,1.000000
ECAPINSURE,29019,1,1.000000
ZUARI,29050,1,1.000000
AGARWALEYE,29452,1,5.000000
NIFTYIETF,29553,1,1.000000
SANDESH,2988,1,5.000000
JUSTDIAL,29962,1,5.000000
ORIENTCEM,30089,1,1.000000
SOTL,3021,1,5.000000
NIF100IETF,30392,1,1.000000
SNXT30INAV,30519,1,1.000000
MOME30INAV,30552,1,1.000000
DBSTOCKBRO,31107,1,1.000000
RHIM,31163,1,5.000000
TRANSWORLD,3129,1,1.000000
NDL,31258,1,1.000000
LYPSAGEMS,31468,1,1.000000
SIMPLEXINF,3162,1,1.000000
SKFINDIA,3186,1,10.000000
JPOLYINVST,31507,1,10.000000
VALIANTORG,330,1,1.000000
AJOONI,3403,1,1.000000
THERMAX,3475,1,10.000000
TORNTPHARM,3518,1,10.000000
UNIVCABLES,3607,1,5.000000
HEALTHIETF,3626,1,1.000000
VSTIND,3724,1,1.000000
WEIZMANIND,3748,1,1.000000
BEL,383,1,5.000000
WILLAMAGOR,3772,1,1.000000
KHAITANLTD,3912,1,1.000000
21STCENMGM,4,1,1.000000
NIACL,399,1,1.000000
REMSONSIND,3965,1,1.000000
MARICO,4067,1,5.000000
ZENITHEXPO,4176,1,1.000000
SENSEXIETF,4378,1,1.000000
MIRZAINT,4394,1,1.000000
REGENCERAM,4130,1,1.000000
MPHASIS,4503,1,10.000000
BANKBARODA,4668,1,1.000000
SKMEGGPROD,4732,1,1.000000
ATLASCYCLE,4568,1,1.000000
BIRLACABLE,477,1,1.000000
HAPPSTMNDS,48,1,5.000000
FDC,4898,1,5.000000
ETERNAL,5097,1,1.000000
SGIL,5114,1,5.000000
PRITIKAUTO,5292,1,1.000000
KRSNAA,5359,1,5.000000
BRITANNIA,547,1,50.000000
YUKEN,5501,1,5.000000
CANFINHOME,583,1,5.000000
GRAPHITE,592,1,5.000000
LICNETFGSC,6062,1,1.000000
PANSARI,6141,1,5.000000
ABREL,625,1,10.000000
APOLSINHOT,6302,1,5.000000
MOLDTKPAC,6713,1,5.000000
CHOLAFIN,685,1,10.000000
VISHNU,6908,1,5.000000
LINC,6951,1,1.000000
BSOFT,6994,1,5.000000
METROBRAND,7242,1,5.000000
NPST,756324,1,5.000000
CRISIL,757,1,10.000000
ATHERENERG,757645,1,5.000000
MOGOLD,757791,1,5.000000
INDIQUBE,757845,1,1.000000
ANTHEM,757885,1,5.000000
KINGFA,18944,1,10.000000
MANAPPURAM,19061,1,5.000000
ROLLT,19104,1,1.000000
VALIANTLAB,19218,1,1.000000
BLISSGVS,19265,1,1.000000
THEJO,19279,1,10.000000
ARVIND,193,1,5.000000
SPCENET,19372,1,1.000000
IITL,19525,1,1.000000
BHANDARI,19556,1,1.000000
MAXESTATES,19646,1,5.000000
LGHL,19876,1,1.000000
EGOLD,19933,1,5.000000
GREENPOWER,20110,1,1.000000
URJA,20203,1,1.000000
IRFC,2029,1,1.000000
FEDFINA,20322,1,1.000000
FLAIR,20372,1,5.000000
HUDCO,20825,1,1.000000
MAHSCOOTER,2085,1,100.000000
KIRLOSENG,20936,1,10.000000
RKDL,20950,1,1.000000
STOVEKRAFT,2107,1,5.000000
MARALOVER,2112,1,1.000000
AXISNIFTY,21252,1,1.000000
JYOTICNC,21334,1,5.000000
PALASHSECU,21383,1,1.000000
TATAGOLD,21401,1,1.000000
CHOLAHLDNG,21740,1,10.000000
AKG,2176,1,1.000000
SBILIFE,21808,1,10.000000
BOSCHLTD,2181,1,500.000000
TEXRAIL,21828,1,1.000000
DIAMONDYD,21840,1,10.000000
GENCON,2188,1,1.000000
WORTHPERI,22277,1,1.000000
ALPL30IETF,22344,1,1.000000
NOVAAGRI,22477,1,1.000000
PENINLAND,2256,1,1.000000
GILT10BETA,22524,1,1.000000
RPTECH,22670,1,5.000000
ENTERO,22717,1,10.000000
IRISDOREME,2275,1,1.000000
LICNMID100,22722,1,1.000000
EXICOM,22947,1,1.000000
CPSEETF,2328,1,1.000000
BALUFORGE,23607,1,5.000000
BSLGOLDETF,23804,1,1.000000
SANDHAR,2397,1,5.000000
BOROSCI,24014,1,1.000000
IXIGO,24067,1,1.000000
VADILALIND,24196,1,10.000000
VSTTILLERS,24292,1,10.000000
SANSTAR,24582,1,1.000000
RELTD,24596,1,1.000000
FIRSTCRY,24814,1,1.000000
MANCREDIT,24823,1,1.000000
INVENTURE,24870,1,1.000000
INTERARCH,24909,1,10.000000
MULTICAP,25080,1,1.000000
TDPOWERSYS,25178,1,5.000000
GROWWLIQID,25447,1,1.000000
PAISALO,25468,1,1.000000
LICMFGOLD,25640,1,5.000000
GARUDA,25800,1,1.000000
LLOYDSENT,25807,1,1.000000
OCCLLTD,25918,1,1.000000
AMJLAND,2598,1,1.000000
BUTTERFLY,2716,1,5.000000
EIEL,27213,1,1.000000
RTNINDIA,27297,1,1.000000
RALLIS,2816,1,1.000000
RAYMOND,2859,1,5.000000
HITECH,2868,1,1.000000
CEWATER,28764,1,5.000000
VENTIVE,28847,1,5.000000
INDOFARM,29025,1,1.000000
RIIL,2912,1,5.000000
ONESOURCE,29224,1,10.000000
JUBLCPL,29590,1,10.000000
SURYODAY,2970,1,1.000000
UNIONGOLD,29687,1,5.000000
SBIBPB,30290,1,1.000000
BAJAJHLDNG,305,1,50.000000
SBI150INAV,30619,1,1.000000
BAJFINANCE,317,1,5.000000
COMPUSOFT,31138,1,1.000000
NITIRAJ,3247,1,1.000000
SPMLINFRA,3321,1,1.000000
SUNDARMFIN,3339,1,10.000000
TAINWALCHM,3396,1,1.000000
BBOX,3435,1,5.000000
BANARBEADS,347,1,1.000000
THOMASCOOK,3481,1,1.000000
TIRUMALCHM,3496,1,1.000000
TNTELE,3512,1,1.000000
TTKPRESTIG,3546,1,5.000000
ROML,359,1,1.000000
AXISHCETF,3608,1,1.000000
GLOBE,393,1,1.000000
TOKYOPLAST,3837,1,1.000000
CORALFINAC,4007,1,1.000000
PVP,4010,1,1.000000
PANACEABIO,4055,1,5.000000
IFGLEXPOR,436,1,1.000000
PUNJABCHEM,4344,1,5.000000
BIOFILCHEM,4136,1,1.000000
NORBTEAEXP,4160,1,1.000000
ALKYLAMINE,4487,1,10.000000
CREDITACC,4421,1,10.000000
BOSCH-HCIL,4491,1,10.000000
3MINDIA,474,1,500.000000
HERITGFOOD,4598,1,5.000000
SONACOMS,4684,1,5.000000
INDNIPPON,4747,1,5.000000
TCIFINANCE,4771,1,1.000000
ADROITINFO,4953,1,1.000000
GANGAFORGE,4957,1,1.000000
CLEAN,5049,1,5.000000
AAREYDRUGS,5245,1,1.000000
KOTHARIPRO,5528,1,1.000000
ASTRAZEN,5610,1,50.000000
ARCHIES,5688,1,1.000000
CARBORUNIV,595,1,5.000000
BSLSENETFG,5957,1,1.000000
EIFFL,6040,1,1.000000
SIKKO,6218,1,1.000000
CHAMBLFERT,637,1,5.000000
GULPOLY,6286,1,1.000000
TECHNOE,6445,1,5.000000
POLICYBZR,6656,1,10.000000
IVC,6711,1,1.000000
FOCUS,6836,1,1.000000
CIPLA,694,1,10.000000
HESTERBIO,7048,1,10.000000
SETFNN50,7353,1,1.000000
COSMOFIRST,742,1,5.000000
SETFNIFBK,7361,1,1.000000
HECPROJECT,7425,1,1.000000
TREJHARA,7518,1,1.000000
EVIETF,755881,1,1.000000
GROWWSLVR,756827,1,1.000000
THELEELA,757014,1,5.000000
RAJOOENG,757049,1,1.000000
DIGITIDE,757515,1,1.000000
BLUSPRING,757520,1,1.000000
RAYMONDREL,758551,1,5.000000
ELLEN,758563,1,1.000000
EFCIL,758675,1,1.000000
SGFIN,758853,1,5.000000
AMANTA,758909,1,1.000000
VIKRAN,758973,1,1.000000
ATLANTAELE,759007,1,10.000000
SAATVIKGL,759057,1,5.000000
TATACAP,759265,1,5.000000
SOLEX,759397,1,5.000000
PIRAMALFIN,759551,1,10.000000
ENERGY,759780,1,1.000000
TMCV,759782,1,5.000000
PINELABS,759820,1,1.000000
SHILCTECH,759847,1,10.000000
UTLSOLAR,759876,1,1.000000
MOSERVICE,760001,1,1.000000
GROWWCAPM,760051,1,1.000000
JAYKAY,760073,1,1.000000
GAUDIUMIVF,760178,1,1.000000
GOLDBND,760325,1,1.000000
SILVERBND,760328,1,1.000000
KNAGRI,760923,1,1.000000
MARSONS,761386,1,1.000000
SINGERIND,761420,1,1.000000
TCC,761814,1,5.000000
COCKERILL,762623,1,5.000000
BEEKAY,762573,1,5.000000
DISAQ,762643,1,5.000000
GRANDOAK,762695,1,5.000000
GRAVISSHO,762700,1,5.000000
NILE,762817,1,5.000000
RSDFIN,762869,1,5.000000
SONAL,762919,1,5.000000
TECHNVISN,762939,1,5.000000
THAKDEV,762949,1,5.000000
KEEPLEARN,778,1,1.000000
WEL,7835,1,1.000000
SHIVATEX,804,1,1.000000
DALBHARAT,8075,1,10.000000
MEGASTAR,8153,1,5.000000
MANYAVAR,8167,1,5.000000
MITCON,8469,1,1.000000
TVSMOTOR,8479,1,10.000000
UMIYA-MRO,8998,1,1.000000
NOVARTIND,9007,1,5.000000
UFO,9039,1,1.000000
ROTO,9049,1,1.000000
ARVINDFASN,9111,1,5.000000
BALAJITELE,9158,1,1.000000
EIDPARRY,916,1,5.000000
STLTECH,9309,1,1.000000
RVNL,9552,1,1.000000
AVADHSUGAR,21406,1,5.000000
TATSILV,21428,1,1.000000
ABCAPITAL,21614,1,5.000000
DCAL,21704,1,1.000000
MATRIMONY,21726,1,5.000000
TSFINV,2183,1,5.000000
IEX,220,1,1.000000
MODTHREAD,2241,1,1.000000
MAXIND,22428,1,1.000000
HDFCNIFBAN,22433,1,1.000000
MON100,22739,1,1.000000
SMALLCAP,22832,1,1.000000
HAL,2303,1,10.000000
JGCHEM,23056,1,5.000000
AIIL,23553,1,5.000000
TBOTEK,23740,1,10.000000
NILKAMAL,2421,1,10.000000
OMINFRAL,24231,1,1.000000
ABDL,24308,1,5.000000
ASHIANA,24403,1,5.000000
RUSHIL,24595,1,1.000000
AKUMS,24715,1,5.000000
ONWARDTEC,2481,1,1.000000
BSLNIFTY,24781,1,1.000000
MODEFENCE,24944,1,1.000000
STYLEBAAZA,25114,1,5.000000
TOP10ADD,25171,1,1.000000
BALAJEE,25203,1,1.000000
KROSS,25252,1,1.000000
PGEL,25358,1,5.000000
INDOTHAI,25608,1,5.000000
PEARLPOLY,2610,1,1.000000
AFCONS,25977,1,5.000000
HERANBA,2614,1,1.000000
PRAJIND,2705,1,5.000000
SWANCORP,27095,1,5.000000
NIVABUPA,27097,1,1.000000
AUROPHARMA,275,1,10.000000
SURAKSHA,27334,1,1.000000
SAILIFE,27839,1,5.000000
ARVEE,2814,1,1.000000
RANASUG,2837,1,1.000000
KITEX,28899,1,1.000000
KALYANKJIL,2955,1,5.000000
SELECTIPO,30109,1,1.000000
SAURASHCEM,3018,1,1.000000
TIINDIA,312,1,10.000000
SHREYANIND,3126,1,1.000000
SIEMENS,3150,1,10.000000
SPIC,3252,1,1.000000
TEMBO,3275,1,5.000000
STARPAPER,3291,1,1.000000
DEEPINDS,3292,1,5.000000
MODISONLTD,3316,1,1.000000
SUNDRMFAST,3345,1,5.000000
SUNPHARMA,3351,1,10.000000
UNITECH,3594,1,1.000000
BASF,368,1,10.000000
SOLARA,3672,1,5.000000
SINTERCOM,381,1,1.000000
NAVA,4014,1,5.000000
SILINV,4105,1,5.000000
MOTHERSON,4204,1,1.000000
WENDT,4235,1,50.000000
AARTIDRUGS,4481,1,5.000000
IPL,4934,1,1.000000
PHARMABEES,4973,1,1.000000
SBIETFCON,5168,1,1.000000
STYLAMIND,5186,1,10.000000
ANTGRAPHIC,5194,1,1.000000
GMDCLTD,5204,1,5.000000
INDUSINDBK,5258,1,5.000000
PDSL,5264,1,5.000000
TRIGYN,5428,1,1.000000
SHANTI,5650,1,1.000000
MASPTOP50,5782,1,1.000000
LAGNAM,5865,1,1.000000
ATGL,6066,1,5.000000
CENTENKA,619,1,5.000000
3IINFOLTD,6232,1,1.000000
LAMBODHARA,6407,1,1.000000
KRITI,6417,1,1.000000
CONSUMIETF,6446,1,1.000000
TECH,6462,1,1.000000
ABCOTS,759130,1,5.000000
URBANCO,759084,1,1.000000
NIFTYCASE,759302,1,1.000000
FLEXIADD,759368,1,1.000000
GROWWRLTY,759428,1,1.000000
GROWWNXT50,759458,1,1.000000
GROWWMC150,759719,1,1.000000
AONESILVER,760193,1,1.000000
CMSINFO,7603,1,5.000000
PARKHOSPS,760351,1,1.000000
GROWWMETAL,760438,1,1.000000
NEXT50ETF,760709,1,1.000000
AYE,760981,1,1.000000
INFRA,761030,1,1.000000
SBINMID150,761741,1,1.000000
ABMKNO,762528,1,5.000000
ASHIKA,762548,1,5.000000
BIRLAPREC,762593,1,5.000000
DECNGOLD,762638,1,5.000000
ELCIDIN,762658,1,5.000000
KIRANVYPAR,762742,1,5.000000
KPL,762757,1,5.000000
SCANSTL,762884,1,5.000000
TAALTECH,762929,1,5.000000
IMAGICAA,7672,1,1.000000
SILVERIETF,7942,1,1.000000
MAKEINDIA,7979,1,1.000000
SILVER,8003,1,1.000000
SILVERBEES,8080,1,1.000000
AJANTPHARM,8124,1,10.000000
GSEC5IETF,8342,1,1.000000
MIDCAPETF,8413,1,1.000000
XELPMOC,8477,1,1.000000
MOLOWVOL,8654,1,1.000000
DRREDDY,881,1,10.000000
CHOICEIN,8866,1,5.000000
RITCO,8944,1,1.000000
PIXTRANS,9087,1,10.000000
SNXT50BETA,9168,1,1.000000
SUBEXLTD,967,1,1.000000
RELCHEMQ,9652,1,1.000000
NV20BEES,9847,1,1.000000
SMARTLINK,9889,1,1.000000
EQUAL50ADD,6606,1,1.000000
MENONBE,6961,1,1.000000
AARTIIND,7,1,5.000000
HCLTECH,7229,1,10.000000
ABSLNN50ET,7339,1,1.000000
NILASPACES,7411,1,1.000000
MONQ50,7422,1,1.000000
WOCKPHARMA,7506,1,10.000000
ZENTEC,7508,1,10.000000
GROWWMOM50,756086,1,1.000000
KRISHIVAL,756782,1,5.000000
MOTOUR,757443,1,1.000000
SNXT30BEES,757455,1,1.000000
LIQGRWBEES,757725,1,1.000000
GROWWNET,757814,1,1.000000
MBEL,758150,1,1.000000
ALLTIME,758448,1,1.000000
JSWCEMENT,758460,1,1.000000
GLOBECIVIL,758572,1,1.000000
INTERNET,758595,1,1.000000
LAXMIINDIA,758863,1,1.000000
GCSL,758986,1,5.000000
